TIC_ID
16328463
16984366
21282382
34946881
37150702
49605441
58795984
68850009
92639623
114028559
115856460
119190790
137834492
142100389
148074989
150387080
156294609
165325037
176939067
178246058
193629837
193974521
195212627
219034152
229676244
233178719
233288929
233508876
262589713
270267677
273621988
287131452
293379163
294178086
303204336
317275630
318070552
321446584
331749751
353970306
356735215
361952197
363036461
371857192
374350738
383622780
388925694
400019926
400711283
402366726
408287392
408445427
408671954
414827885
422060367
425074532
441762590
462544504
