KIC,average eps,1 Half,2 Half,Percent Diff
6231538,-0.0032122085808318815,-0.0030207132939557815,-0.0034034251263879286,11.914806543401687
6606229,0.0042269708397575274,-0.00044367396724442123,0.008890817037142298,221.00942122434236
6963490,0.03928321133794025,0.03023441739696047,0.04833200527892004,46.06952248957475
7300184,-0.0026777412480520845,-2.600393860175696e-05,-0.005325618677867114,198.0563697805048
7900367,-0.0006505059706262695,-0.0006024165052636518,-0.0006985254367671076,14.775283723027725
7915515,-0.0003706018567067234,-0.0009370414063369358,0.00019501318120641441,305.12440071783635
9851822,-0.00048519159931235305,-0.0005014271446273494,-0.0004689934630879443,6.684458528918761
10350769,0.006854355382101578,-0.03138887354694112,0.04500905831825298,1121.834000756154
10355055,-0.016129591170901594,-0.015368046833406604,-0.016889392844008724,9.43252797380117
10415087,-0.001378865829096741,0.01947804113167007,-0.02218771540055303,3075.3332244173725
11027806,0.0009277226970838726,-1.1561371518508608e-05,0.0018656395399677642,202.49425762413858
11769929,0.006547300444203932,0.01797781362273289,-0.004866574432755112,348.47031198927766
12216817,-0.03229366068666696,-0.04024206488982682,-0.024356826213060467,49.18114972427553
1849235,0.01557970195559486,0.011947157774595906,0.019206958590478822,46.60572446228328
3424493,-0.008171281357934611,-0.00710939651206268,-0.009231620519896977,25.97419736707532
3648131,0.003015232686996708,0.007241102373007491,-0.0012106369990140759,280.3013979143294
3965879,8.061771478915512e-05,-0.00022338290694149686,0.0003838945255156865,756.6772272955374
4072890,-0.03050520868399186,-0.03523316524238652,-0.02578904254095479,30.953067889523055
8264404,0.005154127217690762,0.0043151369297454965,0.005993117505636026,32.55605663226774
8330102,-0.0028908062008159508,-0.004917402350911017,-0.0008671599723367439,140.03626038556538
8453431,-0.0006931922640087572,-0.0005118963953750489,-0.000874224237637176,52.27940968957954
8493159,-0.004198826066346084,0.0027990448033591436,-0.011186510806692208,333.48702944354545
8585472,0.003088558654015414,0.0019348174564973494,0.004240620461144077,74.67658279131008
8845312,0.0005037071108671105,-0.00247668674046989,0.003479762688766939,1187.6367765270948
9050337,0.001674331343143138,0.005690394307777318,-0.0023358858238714864,478.5368807476309
4544967,-0.021807767659333246,-0.02254084716541987,-0.021075755226763488,6.718047066036241
4569150,-0.00011910760171067133,-0.000490470994625417,0.0002513715926495154,620.5306923768061
4577647,-0.001016514894637758,0.0008495470790470516,-0.002878133863623318,367.5150573801073
4940217,0.06101269440184239,0.05422616709903881,0.06778306330630596,22.222738660391173
5108514,-0.00509898191155105,-0.0010252833873391756,-0.00916298115356242,159.746495265289
5358323,-0.0021301378273489943,0.0002506004514882819,-0.00450741069384444,223.5481909900286
5900260,-0.0026418024348609888,-0.0017176179465027961,-0.0035646416765112367,69.93309158683637
9051991,0.008233055189217393,0.011438629620264467,0.005032146805377083,77.7921167688711
9306095,0.03454739521489115,0.029393348808205003,0.03969393937062141,29.819061752009222
9368220,0.01228614023491429,0.026307568081882275,-0.001735287612053695,228.2478887408825
9368524,-0.0037978900204517162,-0.0042373578634124715,-0.00335906186867431,23.123945903839317
9649801,-0.0014231240097836307,-0.0030910869131347755,0.00024241099996729387,234.0384104554391
9775887,0.01333363675120966,-0.05121087157856532,0.0776327286995026,975.2804255077839
9532219,0.00019514657421591328,0.0003006575368128905,8.978919380612236e-05,108.01388587501204
9594189,-0.07294429086774964,-0.11621618288917983,-0.029672398846319448,118.64367041386015
9897710,0.00605465967312112,0.06538379668695588,-0.05318811760706904,1944.490561244338
9717148,0.18597234977721464,0.2479692138394862,0.12412523659432052,66.56588245311481
2581626,-0.020800366893247792,-0.01917631551663064,-0.02242105584465456,15.600698899180006
2972514,-0.003158127976783218,-0.003068301498359401,-0.0032477673167103185,5.682832901463141
3119295,0.006743139304840254,0.006433437265537045,0.0070522001390931465,9.176620355277446
3953144,-0.006406772431887357,-0.007316090096890518,-0.005499337412153355,28.352588057715238
