,KIC,Right Ascension,Declination,Magnitude in Kepler Band,RMSE,Average Epsilon,Epsilon/period_pulse,1 Half,2 Half,Epsilon_%,R2_FFT,Composite Function
77,7905603,296.4838,43.670799,14.35,0.31222847,0.023615774601921657,0.4300338091911515,0.026280786,0.020950763320719996,22.569755395487253,0.999932464,f(t) = 1.000300 + 0.014100 * sin(2?? * 18.209600 * t + -0.000015) + 0.008500 * sin(2?? * 13.483000 * t + -0.000015) + 0.004400 * sin(2?? * 7.981900 * t + -0.000015) + 0.002900 * sin(2?? * 16.233500 * t + -0.000015) + 0.002700 * sin(2?? * 8.460100 * t + -0.000015)
78,7937097,280.96948,43.743561,14.326,0.32955722,-0.007225605,-0.033871469,-0.007253443,-0.007197879,0.7689900066518304,0.997730248,f(t) = 0.996000 + 0.110800 * sin(2?? * 4.687700 * t + 2.028000) + 0.013200 * sin(2?? * 2.346700 * t + 0.409085)
79,7948091,287.0054,43.754539,14.842,0.212486231,-0.001255472,-0.016863625,0.001280206,-0.003780967,404.7706805010516,0.999908988,f(t) = 0.993600 + 0.050600 * sin(2?? * 6.715000 * t + -0.000015) + 0.008900 * sin(2?? * 3.357800 * t + -0.000015) + 0.006600 * sin(2?? * 13.432100 * t + -0.000015)
80,7984934,299.14761,43.709431,14.103,0.195786007,-0.009945165,-0.137017522,-0.010042034,-0.009848295,1.948070923966776,0.999908303,f(t) = 0.996400 + 0.026200 * sin(2?? * 6.888900 * t + -0.698685) + 0.004200 * sin(2?? * 13.777300 * t + -0.000015) + 0.004000 * sin(2?? * 3.444000 * t + -0.000015)
81,8052082,298.6944,43.877708,14.585,0.378527556,0.011429736,0.235993188,0.016858458,0.006022558,94.71520265063454,0.999998885,f(t) = 1.000000 + 0.001400 * sin(2?? * 18.362600 * t + -0.000015) + 0.001200 * sin(2?? * 20.647300 * t + -3.096785)
82,8087649,287.9899,43.966339,14.448,0.144721736,0.002329282,0.00970705,0.002355557,0.002303112,2.2515003760723085,0.999931045,f(t) = 0.992700 + 0.056600 * sin(2?? * 4.167400 * t + -0.746385) + 0.021000 * sin(2?? * 2.083300 * t + -0.000015)
83,8090059,289.11871,43.99369,14.027,0.129852921,0.006907,0.12681528279999998,0.005903889,0.007906996,29.007646983471076,0.999998835,f(t) = 1.000000 + 0.007900 * sin(2?? * 18.360400 * t + 2.025085)
84,8144212,281.79269,44.072189,14.229,0.200783101,0.000982244,0.011970706,-0.000334072,0.002293273,268.2058006884587,0.999999468,f(t) = 1.000000 + 0.001500 * sin(2?? * 9.330700 * t + -1.742785) + 0.001100 * sin(2?? * 12.187100 * t + 0.000015) + 0.001000 * sin(2?? * 8.394600 * t + -0.342300) + 0.001000 * sin(2?? * 8.926000 * t + -0.000015)
85,8150307,285.16141,44.017181,14.782,0.141793959,0.019029631,0.27999628164470003,0.018894931041215143,0.019163789,1.4128593598474848,0.999999046,f(t) = 1.000000 + 0.005000 * sin(2?? * 14.713700 * t + -0.000015) + 0.001200 * sin(2?? * 13.714500 * t + -0.000015)
86,8245366,295.89133,44.105434,11.185,0.512982755,0.001925383,0.022988495,-0.002771009,0.006610698,488.6700699651489,0.9994012,f(t) = 1.001700 + 0.011500 * sin(2?? * 11.939700 * t + 1.858185) + 0.006500 * sin(2?? * 10.289000 * t + -0.000015) + 0.002300 * sin(2?? * 7.955400 * t + -0.623700) + 0.001900 * sin(2?? * 8.306900 * t + 0.302985) + 0.001800 * sin(2?? * 9.047800 * t + -0.000015) + 0.001200 * sin(2?? * 7.103200 * t + 0.675300)
87,8248967,296.94406,44.166401,15.056,0.145197614,-0.002741466,-0.018511475,-0.003167212,-0.002317429,30.987751136227864,0.999537833,f(t) = 0.982300 + 0.164700 * sin(2?? * 3.375500 * t + -0.180085) + 0.020500 * sin(2?? * 6.752400 * t + -0.000015)
88,8249829,297.15857,44.166672,14.288,0.238241008,-0.021970414,-0.518655563,-0.02068885,-0.023246831,11.644206599357044,0.999999273,f(t) = 1.000100 + 0.003000 * sin(2?? * 16.801200 * t + -0.000015) + 0.000400 * sin(2?? * 1.893900 * t + 2.295800) + 0.000400 * sin(2?? * 17.444500 * t + 0.803585) + 0.000300 * sin(2?? * 23.607000 * t + -0.000015)
89,8315263,296.99152,44.26968,14.323,0.276890941,-0.011610639,-0.210711038,-0.005384849,-0.017811425,107.14286003067082,0.999986192,f(t) = 1.000300 + 0.007900 * sin(2?? * 13.233800 * t + -2.323000) + 0.003600 * sin(2?? * 13.874900 * t + -0.000015) + 0.002000 * sin(2?? * 15.776600 * t + -0.000015) + 0.001700 * sin(2?? * 17.712200 * t + -0.000015) + 0.001600 * sin(2?? * 18.148100 * t + -0.000015)
90,8393922,300.26193,44.352291,14.032,0.302492754,-0.004369123,-0.093806382,0.001127464,-0.009865711,251.61055146118647,0.99999836,f(t) = 1.000100 + 0.002100 * sin(2?? * 13.080400 * t + -0.000015) + 0.001200 * sin(2?? * 21.470300 * t + -0.000015) + 0.001000 * sin(2?? * 18.275700 * t + -0.044600) + 0.000800 * sin(2?? * 14.835100 * t + -0.000015)
91,8516900,298.64468,44.532631,14.177,0.28804574,0.02007389,0.398067246,0.018719574,0.021428205183183995,13.493303394228287,0.999993922,f(t) = 1.000100 + 0.004000 * sin(2?? * 12.889400 * t + -0.000015) + 0.003200 * sin(2?? * 16.354100 * t + -0.000015) + 0.001700 * sin(2?? * 12.302500 * t + -0.000015) + 0.001700 * sin(2?? * 19.830100 * t + -0.000015) + 0.001600 * sin(2?? * 11.549700 * t + -0.000015) + 0.001600 * sin(2?? * 10.869600 * t + 0.769685)
92,8648251,299.10468,44.773991,14.604,0.099382554,0.021394758,0.41741172858000003,0.022481748943509017,0.020307767992854168,10.161278305095175,0.999993113,f(t) = 1.000000 + 0.006300 * sin(2?? * 15.118300 * t + 2.198200) + 0.006200 * sin(2?? * 19.510000 * t + 0.000015)
93,8649814,299.52292,44.73344,14.43,0.234140648,0.002318364,0.036164392,0.000862672,0.003774056,125.57921454846701,0.999987319,f(t) = 1.000200 + 0.007000 * sin(2?? * 7.598400 * t + 2.453885) + 0.005000 * sin(2?? * 9.551200 * t + -0.000015) + 0.004500 * sin(2?? * 15.599100 * t + -0.000015) + 0.002000 * sin(2?? * 11.295900 * t + -0.000015) + 0.001800 * sin(2?? * 9.022200 * t + -0.000015) + 0.001000 * sin(2?? * 1.617500 * t + -0.000015) + 0.000700 * sin(2?? * 9.928100 * t + -0.000015)
94,8960514,294.4621,45.259651,14.399,0.306568416,-0.000979739,-0.006560038,-0.00305301,0.001085205,420.59188856467193,0.999996965,f(t) = 1.000200 + 0.003800 * sin(2?? * 6.695700 * t + 0.000015) + 0.000400 * sin(2?? * 2.124400 * t + 0.000015)
95,8963394,295.38419,45.280109,14.48,0.138227954,-0.003932015,-0.042197992,-0.004015971,-0.003848401,4.2615037802928235,0.999397867,f(t) = 0.980400 + 0.163400 * sin(2?? * 5.365700 * t + -1.614300) + 0.017200 * sin(2?? * 10.731900 * t + -0.000015)
96,9075949,285.70135,45.425152,14.586,0.244441321,0.007303987,0.041552382,0.004592736,0.010004305,74.14609966390017,0.998091265,f(t) = 0.989100 + 0.140300 * sin(2?? * 5.689000 * t + 0.000015)
97,9077483,286.55652,45.47319,15.362,0.109473034,-0.001449926,-0.015554661,-0.001367034,-0.001532818,11.433980366625432,0.999757105,f(t) = 0.983400 + 0.144100 * sin(2?? * 5.363900 * t + -1.698985) + 0.020700 * sin(2?? * 2.667800 * t + -1.307985) + 0.015500 * sin(2?? * 10.727900 * t + -2.059600)
98,9137819,283.36523,45.533569,14.991,0.106140629,-0.01674706,-0.122449479,-0.016570624,-0.016922787,2.102873955824882,0.995886473,f(t) = 1.009900 + 0.197000 * sin(2?? * 3.655600 * t + 1.964400) + 0.036000 * sin(2?? * 7.311700 * t + -0.000015)
99,9202969,284.02448,45.665798,14.515,0.112484607,-0.002084799,-0.010369582,-0.003299914,-0.000874563,116.19901765582657,0.999966605,f(t) = 0.999800 + 0.047200 * sin(2?? * 4.973900 * t + 0.000015)
100,9214444,290.26773,45.692348,14.2,0.464514854,-0.00420028,-0.097999673,-0.002158354,-0.006234005,97.12765303878238,0.999999048,f(t) = 1.000100 + 0.000600 * sin(2?? * 21.642600 * t + -0.000015) + 0.000500 * sin(2?? * 20.237000 * t + 2.813900) + 0.000300 * sin(2?? * 17.605100 * t + -0.000015) + 0.000300 * sin(2?? * 23.331700 * t + -0.000015) + 0.000300 * sin(2?? * 20.755200 * t + 2.216185) + 0.000200 * sin(2?? * 17.961400 * t + -0.000015) + 0.000200 * sin(2?? * 21.258100 * t + -0.000015)
101,9364179,299.10205,45.80669,14.142,0.427009481,0.000831942,0.025573231526400002,-0.000572672,0.002236556,337.6711855026517,0.999990776,f(t) = 1.000000 + 0.003500 * sin(2?? * 30.739200 * t + 0.000015) + 0.001300 * sin(2?? * 29.234700 * t + -2.464485) + 0.001200 * sin(2?? * 30.027300 * t + -0.000015)
102,9594857,294.49481,46.238731,11.021,0.538399222,0.027208661290184503,0.2709220821986251,0.018190529314269337,0.036226793,66.28868564855448,0.999716732,f(t) = 1.000100 + 0.011500 * sin(2?? * 9.957200 * t + -2.163000) + 0.003600 * sin(2?? * 6.056700 * t + 1.659600) + 0.002900 * sin(2?? * 7.447900 * t + 2.692500) + 0.002700 * sin(2?? * 6.869200 * t + -1.782385) + 0.001600 * sin(2?? * 4.322800 * t + 2.373285)
103,9614153,300.4726,46.210602,14.18,0.254279561,0.017700770480945583,0.26348304891706614,0.015374493554382132,0.020027047407509036,26.28447082648327,0.999998635,f(t) = 1.000000 + 0.002700 * sin(2?? * 13.224800 * t + -0.000015) + 0.001600 * sin(2?? * 14.885400 * t + 1.201000)
104,9700322,286.96127,46.486633,12.685,0.471992026,0.012338463421650377,0.2759324605764187,0.004140187,0.020536740165830757,132.88975237864406,0.999271451,f(t) = 1.002400 + 0.011400 * sin(2?? * 12.569700 * t + -1.534100) + 0.010600 * sin(2?? * 9.794800 * t + 2.597185) + 0.001900 * sin(2?? * 22.363600 * t + 1.618300)
105,9706609,290.2919,46.447239,14.144,0.553036875,-0.000899684,-0.0072044,-0.002052868,0.000253501,256.3532661,0.999999434,f(t) = 0.999900 + 0.000500 * sin(2?? * 7.376000 * t + 1.360500) + 0.000300 * sin(2?? * 7.053300 * t + -0.000015) + 0.000200 * sin(2?? * 5.857200 * t + 1.719200) + 0.000200 * sin(2?? * 8.007700 * t + 0.459600)
106,9724292,297.10431,46.445251,14.397,0.239400556,-0.00896784,-0.143797521,-0.00502438,-0.0129113,87.94671481376243,0.999995137,f(t) = 1.000100 + 0.003500 * sin(2?? * 13.812200 * t + -0.000015) + 0.002600 * sin(2?? * 11.174600 * t + -0.000015) + 0.001600 * sin(2?? * 13.166500 * t + 2.768685) + 0.001500 * sin(2?? * 12.085500 * t + -0.000015) + 0.001100 * sin(2?? * 11.571100 * t + -0.000015) + 0.001100 * sin(2?? * 13.483200 * t + -1.072200) + 0.000800 * sin(2?? * 12.486800 * t + -0.000015) + 0.000500 * sin(2?? * 14.469000 * t + -0.000015) + 0.000400 * sin(2?? * 15.547700 * t + -0.000015) + 0.000400 * sin(2?? * 16.034800 * t + -0.000015)
107,9942562,287.51093,46.88287,14.597,0.366152872,0.003929596,0.026791199608799998,0.003684213,0.004174979,12.488970220848323,0.999999835,f(t) = 0.999900 + 0.000900 * sin(2?? * 6.817800 * t + -0.740985)
108,10451090,282.48297,47.637321,9.21,0.322674462,-0.00028478,-0.010928888,0.004294507,-0.004850439,3289.9510568498094,0.999998317,f(t) = 1.000000 + 0.002100 * sin(2?? * 38.376600 * t + -1.957785) + 0.001400 * sin(2?? * 32.845700 * t + 2.991700) + 0.001000 * sin(2?? * 29.161500 * t + 2.465100) + 0.000900 * sin(2?? * 36.927600 * t + -2.992485) + 0.000800 * sin(2?? * 34.239600 * t + -1.513000) + 0.000500 * sin(2?? * 30.877600 * t + -3.015385) + 0.000500 * sin(2?? * 33.231200 * t + -2.089200) + 0.000200 * sin(2?? * 35.940700 * t + 2.092200)
109,11143576,294.68216,48.705921,15.051,0.190466166,-0.012525143,-0.196742441,-0.021407311,-0.003642975,141.82940977079684,0.99998954,f(t) = 0.999900 + 0.014400 * sin(2?? * 15.707800 * t + -0.000015) + 0.003300 * sin(2?? * 15.047900 * t + 1.746185)
110,11704101,286.94263,49.831631,15.441,0.669476027,0.008885169,0.103075957,-0.003434767,0.021205105,277.3146060647752,0.995804753,f(t) = 0.987100 + 0.069100 * sin(2?? * 5.801200 * t + -0.000015) + 0.008700 * sin(2?? * 11.600900 * t + 0.605985) + 0.008300 * sin(2?? * 2.888400 * t + 2.939385)
111,11852985,284.99982,50.100349,14.373,0.180535826,0.022808241,0.449785355,0.024088955,0.021532415754694383,11.207639689691757,0.999987338,f(t) = 0.999900 + 0.012600 * sin(2?? * 19.720300 * t + -2.349485)
